name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,sunshine
London,2019-12-11,8.6,2.5,5.8,6.2,-0.9,3.1,3.2,83.6,3.997,100,8.33,rain,0.0,0.0,,15.9,225.7,1005.1,36.1,29.1,21.7,1.9,1,,2019-12-11T07:55:43,2019-12-11T15:51:23,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-12,9.1,1.0,5.9,6.0,-1.6,2.9,4.5,90.9,6.013,100,8.33,rain,0.0,0.0,48.2,25.7,193.9,989.4,69.6,19.6,8.7,0.7,0,,2019-12-12T07:56:43,2019-12-12T15:51:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-13,9.0,5.6,7.3,5.6,2.2,3.9,3.4,76.6,6.383,100,12.5,rain,0.0,0.0,57.7,32.5,268.3,979.2,77.2,26.4,15.0,1.3,1,,2019-12-13T07:57:41,2019-12-13T15:51:18,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-14,9.1,4.6,6.6,5.8,0.4,2.9,2.3,74.4,2.005,100,8.33,rain,0.0,0.0,74.9,41.6,245.2,989.6,53.8,24.8,17.8,1.5,1,,2019-12-14T07:58:37,2019-12-14T15:51:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-15,9.6,5.5,7.7,6.5,1.3,4.3,3.7,75.8,12.369,100,8.33,rain,0.0,0.0,53.6,31.5,228.0,995.3,48.5,27.0,20.1,1.7,1,,2019-12-15T07:59:29,2019-12-15T15:51:26,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-16,9.0,5.7,7.7,8.1,2.1,6.1,5.7,87.5,3.03,100,12.5,rain,0.0,0.0,50.0,18.7,187.0,1000.0,88.4,28.6,16.2,1.4,1,,2019-12-16T08:00:18,2019-12-16T15:51:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-17,8.1,6.1,7.1,6.7,4.8,5.8,5.8,91.6,4.989,100,12.5,rain,0.0,0.0,,10.0,298.9,1000.5,84.0,10.0,9.7,0.9,1,,2019-12-17T08:01:05,2019-12-17T15:51:49,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",7.8
London,2019-12-18,11.0,3.1,7.2,11.0,1.9,5.6,5.5,89.2,0.002,100,8.33,rain,0.0,0.0,46.4,24.6,157.1,1007.8,61.5,20.0,19.0,1.7,1,,2019-12-18T08:01:48,2019-12-18T15:52:05,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-19,13.6,10.5,12.0,13.6,10.5,12.0,9.2,83.0,9.026,100,16.67,rain,0.0,0.0,62.1,27.7,173.3,996.5,82.8,17.9,10.8,0.9,1,,2019-12-19T08:02:29,2019-12-19T15:52:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-20,10.1,5.5,8.5,10.1,3.1,6.7,7.2,91.4,21.56,100,16.67,rain,0.0,0.0,42.5,25.2,220.2,981.2,69.8,21.4,13.1,1.0,1,,2019-12-20T08:03:06,2019-12-20T15:52:48,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-21,10.1,6.6,8.4,10.1,3.9,5.9,6.8,89.3,4.206,100,12.5,rain,0.0,0.0,40.7,22.0,174.4,979.2,70.5,20.3,23.2,2.0,2,,2019-12-21T08:03:40,2019-12-21T15:53:14,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-22,9.1,6.6,8.2,7.6,3.8,5.7,6.3,87.6,4.61,100,12.5,rain,0.0,0.0,33.5,22.0,257.8,984.8,64.4,27.8,18.3,1.4,1,,2019-12-22T08:04:11,2019-12-22T15:53:44,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-23,10.5,5.6,8.1,10.5,2.6,6.0,4.9,80.5,0.0,0,0.0,,0.0,0.0,48.2,25.7,248.2,1007.1,55.4,27.3,20.2,1.7,1,,2019-12-23T08:04:39,2019-12-23T15:54:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-24,12.0,8.1,9.5,12.0,5.2,8.1,6.9,83.8,1.398,100,12.5,rain,0.0,0.0,51.8,28.0,243.1,1008.6,63.6,18.1,22.3,2.0,1,,2019-12-24T08:05:03,2019-12-24T15:54:53,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-25,9.1,2.5,5.7,8.0,0.6,4.4,2.7,81.4,0.0,0,0.0,,0.0,0.0,,19.1,291.3,1023.2,39.9,37.7,21.8,1.9,2,,2019-12-25T08:05:24,2019-12-25T15:55:33,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-26,10.0,3.5,7.5,10.0,1.8,5.2,5.7,88.4,3.998,100,12.5,rain,0.0,0.0,59.1,34.1,198.7,1016.7,84.6,19.8,10.0,0.9,1,,2019-12-26T08:05:42,2019-12-26T15:56:15,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.8
London,2019-12-27,9.5,5.6,7.7,9.5,4.6,6.5,5.4,85.7,0.007,100,4.17,rain,0.0,0.0,,18.7,339.5,1028.8,90.5,16.6,17.2,1.3,1,,2019-12-27T08:05:56,2019-12-27T15:57:01,0.04,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-28,9.5,7.1,8.4,8.2,5.8,7.0,6.1,85.1,0.002,100,8.33,rain,0.0,0.0,,14.6,185.9,1036.4,97.1,14.5,5.9,0.5,0,,2019-12-28T08:06:07,2019-12-28T15:57:50,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-29,9.1,4.2,7.3,6.7,1.2,4.9,4.8,84.0,0.0,0,0.0,,0.0,0.0,,17.2,201.6,1033.6,83.6,15.1,18.9,1.5,1,,2019-12-29T08:06:15,2019-12-29T15:58:42,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2019-12-30,10.2,2.6,6.2,10.2,-0.5,4.0,5.0,92.1,0.199,100,8.33,rain,0.0,0.0,,15.9,226.7,1029.7,61.2,6.3,21.3,1.9,2,,2019-12-30T08:06:19,2019-12-30T15:59:36,0.14,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",7.9
London,2019-12-31,9.5,5.6,7.8,7.6,4.4,6.2,6.4,90.9,0.001,100,4.17,rain,0.0,0.0,,18.4,95.6,1031.6,94.2,5.5,6.4,0.5,0,,2019-12-31T08:06:20,2019-12-31T16:00:34,0.17,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999",7.9
London,2020-01-01,7.0,2.7,5.4,6.5,1.4,4.5,3.6,88.2,0.001,100,4.17,rain,0.0,0.0,,8.6,144.8,1029.4,92.8,5.4,8.8,0.7,0,,2020-01-01T08:06:17,2020-01-01T16:01:35,0.2,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-01-02,10.6,7.0,8.9,10.6,4.9,8.0,6.7,85.7,0.001,100,4.17,rain,0.0,0.0,48.2,24.3,205.0,1020.5,93.2,17.9,12.3,1.1,1,,2020-01-02T08:06:11,2020-01-02T16:02:38,0.23,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",7.9
London,2020-01-03,10.6,5.6,8.7,10.6,3.1,7.3,5.4,80.2,1.007,100,8.33,rain,0.0,0.0,51.8,25.0,272.6,1021.4,68.8,23.7,12.4,1.1,1,,2020-01-03T08:06:02,2020-01-03T16:03:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-01-04,8.6,4.0,6.6,6.8,1.3,4.0,3.1,78.4,0.0,0,0.0,,0.0,0.0,,21.9,257.2,1034.2,77.5,35.7,15.1,1.3,1,,2020-01-04T08:05:49,2020-01-04T16:04:53,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AR120,03772099999,03770099999",8.0
London,2020-01-05,9.0,6.6,7.9,6.5,4.2,5.6,4.7,80.1,0.0,0,0.0,,0.0,0.0,,20.7,233.6,1033.3,95.6,38.8,11.8,1.0,1,,2020-01-05T08:05:34,2020-01-05T16:06:04,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-01-06,8.6,6.6,7.8,6.5,3.2,4.9,4.5,79.6,0.402,100,4.17,rain,0.0,0.0,35.3,26.5,215.0,1022.2,85.5,29.2,20.2,1.8,1,,2020-01-06T08:05:14,2020-01-06T16:07:17,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",8.0
London,2020-01-07,13.0,5.0,9.4,13.0,2.5,8.3,7.8,89.7,0.2,100,4.17,rain,0.0,0.0,48.2,27.6,215.4,1022.0,85.1,11.9,19.4,1.5,1,,2020-01-07T08:04:52,2020-01-07T16:08:33,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.1
London,2020-01-08,13.0,10.0,11.6,13.0,10.0,11.6,9.0,84.0,0.013,100,8.33,rain,0.0,0.0,38.9,23.6,235.5,1020.7,90.0,19.0,14.4,1.3,1,,2020-01-08T08:04:26,2020-01-08T16:09:51,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",8.1
London,2020-01-09,13.1,7.1,11.5,13.1,3.7,10.9,8.9,84.1,6.598,100,12.5,rain,0.0,0.0,56.6,30.1,218.4,1007.0,72.7,23.3,22.9,2.0,2,,2020-01-09T08:03:57,2020-01-09T16:11:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",8.1
London,2020-01-10,7.6,5.5,6.7,6.1,2.7,4.1,2.6,75.3,0.004,100,4.17,rain,0.0,0.0,33.5,19.6,295.1,1023.0,73.1,36.7,17.3,1.5,1,,2020-01-10T08:03:25,2020-01-10T16:12:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,AR120,03772099999,03770099999",8.2
London,2020-01-11,10.9,6.5,9.5,10.9,3.6,8.2,5.9,78.0,0.0,0,0.0,,0.0,0.0,57.0,36.8,214.9,1024.3,86.6,20.8,13.5,1.1,1,,2020-01-11T08:02:50,2020-01-11T16:13:59,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03882099999,03768399999,03672099999,03781099999,03768099999,03684099999,03658099999,03772099999,03693099999,D5621,03660099999,03761099999,EGLC,03770099999",8.2
London,2020-01-12,11.6,6.1,9.7,11.6,3.6,8.5,6.3,79.7,1.203,100,8.33,rain,0.0,0.0,59.4,31.2,233.9,1018.3,62.8,30.5,20.1,1.8,1,,2020-01-12T08:02:11,2020-01-12T16:15:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,D5621,03660099999,03672099999,03781099999,03768099999,F4685,03772099999,03770099999",8.2
London,2020-01-13,11.6,6.0,8.8,11.6,3.6,6.9,6.2,83.4,0.202,100,12.5,rain,0.0,0.0,65.8,39.9,200.0,1009.3,69.3,18.4,19.6,1.8,1,,2020-01-13T08:01:30,2020-01-13T16:16:54,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,EGWU,EGLL,03882099999,03768399999,03672099999,03781099999,03658099999,03772099999,03680099999,D5621,03660099999,03761099999,EGLC,03770099999",8.3
London,2020-01-14,13.1,8.0,10.5,13.1,4.9,9.3,8.3,86.2,6.223,100,12.5,rain,0.0,0.0,77.9,43.3,208.8,996.2,84.0,11.6,14.1,1.2,1,,2020-01-14T08:00:45,2020-01-14T16:18:24,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.3
London,2020-01-15,12.6,6.6,8.8,12.6,4.0,6.6,6.0,82.7,11.219,100,12.5,rain,0.0,0.0,72.5,44.4,225.6,1006.8,64.2,22.7,15.1,1.1,1,,2020-01-15T07:59:58,2020-01-15T16:19:56,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.3
London,2020-01-16,12.6,6.6,9.5,12.6,4.1,8.3,6.6,81.9,0.2,100,4.17,rain,0.0,0.0,49.4,27.1,179.9,1014.6,79.0,22.1,22.5,2.0,1,,2020-01-16T07:59:08,2020-01-16T16:21:29,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.4
London,2020-01-17,10.6,3.6,8.1,10.6,0.3,5.8,5.0,81.5,5.031,100,12.5,rain,0.0,0.0,64.7,38.2,235.2,1012.5,57.4,32.9,19.4,1.7,1,,2020-01-17T07:58:14,2020-01-17T16:23:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.4
London,2020-01-18,7.6,1.1,4.4,5.5,-2.1,2.4,0.9,79.2,0.199,100,4.17,rain,0.0,0.0,,13.7,290.0,1027.9,38.6,28.2,28.7,2.4,2,,2020-01-18T07:57:18,2020-01-18T16:24:41,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.5
London,2020-01-19,7.6,1.5,4.3,6.4,0.5,3.2,0.4,76.5,0.001,100,4.17,rain,0.0,0.0,9.4,7.9,328.4,1044.2,26.5,20.4,29.3,2.5,2,,2020-01-19T07:56:19,2020-01-19T16:26:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.5
London,2020-01-20,7.2,1.1,3.6,6.3,1.1,3.2,0.8,82.7,0.001,100,4.17,rain,0.0,0.0,,6.6,259.3,1047.8,61.7,17.7,19.5,1.5,1,,2020-01-20T07:55:18,2020-01-20T16:27:58,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.5
London,2020-01-21,7.1,-0.4,2.7,6.1,-1.3,2.0,1.2,90.6,0.0,0,0.0,,0.0,0.0,,9.4,279.1,1042.0,31.4,9.7,28.5,2.5,2,,2020-01-21T07:54:13,2020-01-21T16:29:38,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",8.6
London,2020-01-22,8.5,3.0,6.3,8.1,3.0,6.0,4.9,90.9,0.002,100,8.33,rain,0.0,0.0,,10.0,36.2,1037.6,95.5,5.3,9.6,0.9,1,,2020-01-22T07:53:06,2020-01-22T16:31:19,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03772099999,03770099999",8.6
London,2020-01-23,8.1,7.1,7.9,8.1,6.5,7.3,5.2,82.7,0.0,0,0.0,,0.0,0.0,,9.1,64.0,1031.4,99.4,14.8,8.2,0.7,0,,2020-01-23T07:51:57,2020-01-23T16:33:02,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.7
London,2020-01-24,7.1,6.5,6.9,7.1,5.1,6.4,4.9,86.8,0.001,100,4.17,rain,0.0,0.0,44.6,8.0,262.3,1023.2,97.1,6.4,7.3,0.6,0,,2020-01-24T07:50:45,2020-01-24T16:34:45,0.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.7
London,2020-01-25,6.6,5.6,6.3,5.4,3.2,4.4,4.0,85.1,0.001,100,4.17,rain,0.0,0.0,,12.0,168.9,1018.6,99.3,7.4,16.1,1.3,1,,2020-01-25T07:49:30,2020-01-25T16:36:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"03769099999,03680099999,03672099999,03781099999,F6665,AR120,03772099999,03770099999",8.8
London,2020-01-26,10.1,6.6,8.6,10.1,4.5,6.5,6.7,87.7,2.004,100,4.17,rain,0.0,0.0,44.6,25.6,196.3,1009.8,82.5,10.8,22.8,2.0,1,,2020-01-26T07:48:13,2020-01-26T16:38:14,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",8.8
London,2020-01-27,9.5,5.1,7.6,7.6,2.9,5.2,5.6,87.0,7.2,100,12.5,rain,0.0,0.0,,19.8,215.0,999.9,73.6,25.5,19.3,1.6,1,,2020-01-27T07:46:54,2020-01-27T16:40:00,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,F4685,03772099999,03770099999",8.9
London,2020-01-28,7.5,3.0,5.0,3.6,-2.1,0.8,1.4,78.2,2.982,100,12.5,rain,0.0,0.0,54.5,30.6,253.5,996.0,44.7,40.0,37.6,3.1,3,,2020-01-28T07:45:33,2020-01-28T16:41:47,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",8.9
London,2020-01-29,9.3,3.0,6.1,6.4,-1.4,2.6,2.1,75.8,0.0,0,0.0,,0.0,0.0,,26.0,245.6,1009.0,48.3,26.1,41.4,3.5,2,,2020-01-29T07:44:09,2020-01-29T16:43:34,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.0
London,2020-01-30,13.0,7.7,10.2,13.0,4.7,9.0,8.3,87.8,0.004,100,8.33,rain,0.0,0.0,48.2,25.4,225.2,1004.4,91.1,22.6,10.4,1.0,0,,2020-01-30T07:42:43,2020-01-30T16:45:21,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.0
London,2020-01-31,12.5,9.1,10.9,12.5,6.5,10.4,8.7,86.1,0.0,0,0.0,,0.0,0.0,51.6,28.9,226.3,1006.1,90.0,34.2,20.9,1.9,1,,2020-01-31T07:41:15,2020-01-31T16:47:09,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",9.1
London,2020-02-01,11.6,7.6,10.3,11.6,4.5,9.5,5.3,72.2,1.0,100,4.17,rain,0.0,0.0,65.6,37.4,249.0,1004.8,58.9,26.6,33.7,2.9,2,,2020-02-01T07:39:44,2020-02-01T16:48:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.2
London,2020-02-02,13.5,6.6,10.5,13.5,4.7,9.8,7.2,80.6,0.838,100,8.33,rain,0.0,0.0,58.6,34.3,237.6,1007.6,86.2,17.5,28.3,2.4,2,,2020-02-02T07:38:12,2020-02-02T16:50:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.2
London,2020-02-03,11.1,5.6,9.5,11.1,2.0,8.0,4.9,73.1,0.199,100,4.17,rain,0.0,0.0,53.6,30.7,261.0,1012.5,57.2,23.8,28.1,2.2,1,,2020-02-03T07:36:38,2020-02-03T16:52:36,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.3
London,2020-02-04,9.6,5.0,7.3,7.4,0.4,4.0,2.0,69.5,0.001,100,4.17,rain,0.0,0.0,53.8,29.2,292.7,1021.9,52.2,33.2,29.4,2.5,2,,2020-02-04T07:35:02,2020-02-04T16:54:26,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,D5621,03672099999,03781099999,EGLC,03772099999,03770099999",9.3
London,2020-02-05,8.6,3.5,6.0,8.6,2.0,5.6,2.1,76.1,0.001,100,4.17,rain,0.0,0.0,0.0,7.0,281.4,1036.6,60.9,12.5,44.1,3.8,3,,2020-02-05T07:33:24,2020-02-05T16:56:15,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.4
London,2020-02-06,9.6,1.1,5.0,9.6,1.1,4.7,2.3,83.8,0.199,100,4.17,rain,0.0,0.0,51.8,8.4,114.3,1031.6,33.8,11.9,45.7,3.9,3,,2020-02-06T07:31:44,2020-02-06T16:58:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.4
London,2020-02-07,9.6,2.8,6.4,7.3,-0.3,4.0,3.5,82.2,0.001,100,4.17,rain,0.0,0.0,,19.3,148.8,1019.5,45.9,12.5,49.8,4.3,3,,2020-02-07T07:30:02,2020-02-07T16:59:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.5
London,2020-02-08,11.0,7.6,9.3,11.0,4.5,7.7,5.3,76.7,1.998,100,4.17,rain,0.0,0.0,48.2,29.0,212.3,1014.7,67.8,21.4,31.9,2.6,2,,2020-02-08T07:28:19,2020-02-08T17:01:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.6
London,2020-02-09,13.1,9.1,10.8,13.1,4.9,9.4,7.4,79.7,11.01,100,12.5,rain,0.0,0.0,93.1,53.9,224.7,994.6,88.1,12.5,10.6,1.0,1,,2020-02-09T07:26:34,2020-02-09T17:03:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.6
London,2020-02-10,10.1,4.0,7.3,10.1,-0.8,2.9,2.1,69.8,1.219,100,12.5,rain,0.0,0.0,88.2,46.8,255.4,997.4,50.8,30.0,40.3,3.6,3,,2020-02-10T07:24:47,2020-02-10T17:05:25,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.7
London,2020-02-11,7.6,4.1,5.6,3.3,-1.0,0.8,-1.7,60.0,3.981,100,4.17,rain,0.0,0.0,72.1,41.2,259.9,1007.8,31.7,30.6,51.8,4.6,3,,2020-02-11T07:22:59,2020-02-11T17:07:16,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.7
London,2020-02-12,8.6,2.5,5.5,5.2,-2.1,1.7,0.6,72.0,0.0,0,0.0,,0.0,0.0,54.1,33.0,247.6,1014.2,49.2,32.9,60.8,5.3,4,,2020-02-12T07:21:09,2020-02-12T17:09:06,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.8
London,2020-02-13,10.0,5.6,7.5,10.0,1.2,4.5,4.6,81.5,0.906,100,16.67,rain,0.0,0.0,53.4,32.5,230.9,998.8,67.4,26.6,30.2,2.5,2,,2020-02-13T07:19:18,2020-02-13T17:10:56,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",9.9
London,2020-02-14,12.0,2.6,7.9,12.0,1.0,7.1,4.9,81.5,0.0,0,0.0,,0.0,0.0,49.2,29.3,213.1,1016.5,72.2,24.3,50.8,4.5,2,,2020-02-14T07:17:26,2020-02-14T17:12:46,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,F6665,03772099999,03770099999",9.9
London,2020-02-15,13.0,10.1,11.8,13.0,10.1,11.8,9.8,87.3,3.623,100,16.67,rain,0.0,0.0,76.7,45.0,207.7,1006.4,90.5,9.6,13.0,1.1,1,,2020-02-15T07:15:32,2020-02-15T17:14:35,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999",10.0
